Time (s)	 x(m)	 y(m)	 theta(rad)	 error	 velocidad(m/s)
9.250233	 0.913294	 0.902106	 0.845928	 0.130772	 0.039232
9.260589	 0.913878	 0.902766	 0.845928	 0.129890	 0.038967
9.270253	 0.914872	 0.903888	 0.845928	 0.128392	 0.038518
9.280236	 0.915596	 0.904705	 0.845928	 0.127300	 0.038190
9.290186	 0.916282	 0.905481	 0.845928	 0.126264	 0.037879
9.300221	 0.917007	 0.906298	 0.845928	 0.125172	 0.037552
9.310246	 0.917536	 0.906895	 0.845928	 0.124374	 0.037312
9.321140	 0.917536	 0.906895	 0.845928	 0.124374	 0.037312
9.330324	 0.917536	 0.906895	 0.845928	 0.124374	 0.037312
9.340159	 0.919411	 0.909012	 0.845928	 0.121546	 0.036464
9.350553	 0.920172	 0.909872	 0.845928	 0.120398	 0.036119
9.360260	 0.920710	 0.910480	 0.845928	 0.119586	 0.035876
9.370146	 0.921425	 0.911287	 0.845928	 0.118508	 0.035552
9.380144	 0.921936	 0.911863	 0.845928	 0.117738	 0.035321
9.401399	 0.922418	 0.912408	 0.845928	 0.117010	 0.035103
9.401566	 0.922418	 0.912408	 0.845928	 0.117010	 0.035103
9.410427	 0.922418	 0.912408	 0.845928	 0.117010	 0.035103
9.420256	 0.922418	 0.912408	 0.845928	 0.117010	 0.035103
9.430481	 0.924071	 0.914274	 0.845928	 0.114518	 0.034355
9.440485	 0.924897	 0.915206	 0.845928	 0.113272	 0.033982
9.450233	 0.925686	 0.916097	 0.845928	 0.112082	 0.033625
9.460706	 0.926308	 0.916799	 0.845928	 0.111144	 0.033343
9.470579	 0.927097	 0.917690	 0.845928	 0.109954	 0.032986
9.480144	 0.927097	 0.917690	 0.845928	 0.109954	 0.032986
9.490188	 0.928062	 0.918780	 0.845928	 0.108498	 0.032549
9.500472	 0.928675	 0.919472	 0.845928	 0.107574	 0.032272
9.510577	 0.929194	 0.920059	 0.845928	 0.106790	 0.032037
9.520468	 0.930113	 0.921096	 0.845928	 0.105404	 0.031621
9.530398	 0.930587	 0.921631	 0.845928	 0.104690	 0.031407
9.540248	 0.931051	 0.922155	 0.845928	 0.103990	 0.031197
9.550562	 0.931524	 0.922689	 0.845928	 0.103276	 0.030983
9.560162	 0.932137	 0.923381	 0.845928	 0.102352	 0.030706
9.570331	 0.932703	 0.924020	 0.845928	 0.101498	 0.030449
9.580583	 0.932703	 0.924020	 0.845928	 0.101498	 0.030449
9.590322	 0.933251	 0.924638	 0.845928	 0.100672	 0.030202
9.600870	 0.934198	 0.925707	 0.845928	 0.099244	 0.029773
